driver_id,gender,age,education_level,city,joining_date,joining_designation
2390,0,44,0,C28,2018-05-30,1
2391,0,28,0,C26,2019-12-09,2
2392,1,31,2,C29,2019-08-29,1
2393,1,30,0,C27,2020-08-08,3
2394,0,42,2,C24,2018-12-09,2
2395,0,35,1,C20,2020-11-10,2
2396,0,33,2,C26,2020-06-21,2
2397,1,38,0,C8,2020-05-15,2
2398,0,37,2,C10,2019-02-06,2
2399,1,27,2,C23,2018-03-07,1
2400,0,35,2,C18,2015-06-08,1
2402,0,28,2,C27,2020-07-24,3
2403,0,35,0,C25,2018-04-05,2
2404,0,25,1,C17,2019-12-12,1
2405,0,36,2,C7,2019-01-26,5
2406,1,32,0,C18,2019-02-17,1
2407,1,35,2,C8,2018-10-20,1
2408,0,41,0,C4,2016-01-05,1
2409,0,27,0,C20,2018-06-05,1
2410,0,37,0,C20,2019-08-17,4
2411,1,34,2,C25,2020-11-22,2
2412,1,35,1,C14,2019-11-06,3
2413,1,43,2,C6,2015-12-11,1
2414,0,31,1,C15,2020-05-25,1
2415,0,39,1,C10,2019-11-28,3
2416,0,32,2,C24,2018-04-05,2
2417,0,25,2,C28,2019-10-17,2
2418,1,34,1,C12,2020-09-26,3
2419,1,25,2,C18,2018-11-16,1
2420,0,29,2,C5,2015-07-30,2
2421,0,38,1,C28,2016-07-01,1
2422,0,46,1,C4,2014-08-26,2
2423,1,35,0,C18,2020-07-08,3
2424,0,32,0,C6,2020-09-08,3
2425,0,30,1,C21,2020-07-13,3
2426,1,33,2,C25,2020-09-28,2
2427,1,33,2,C15,2018-12-28,2
2428,0,36,2,C17,2020-11-29,1
2429,0,27,0,C21,2019-08-11,1
2430,0,27,0,C27,2020-04-13,2
2431,1,37,0,C17,2018-10-20,1
2432,1,52,1,C1,2015-10-25,1
2433,0,30,2,C29,2020-03-29,1
2435,1,28,0,C13,2020-01-28,1
2436,0,33,2,C4,2020-10-07,3
2438,1,31,1,C18,2018-01-01,1
2439,0,28,2,C16,2020-07-31,2
2440,0,35,2,C9,2020-07-09,2
2441,1,33,2,C5,2019-02-09,2
2442,0,36,2,C29,2019-11-10,3
2443,0,25,0,C25,2017-11-25,1
2445,0,36,1,C21,2018-06-26,3
2446,1,29,0,C29,2020-05-29,2
2447,0,23,2,C10,2020-10-07,2
2448,0,32,1,C18,2019-05-24,3
2449,1,37,0,C22,2020-01-05,2
2450,1,29,1,C4,2018-02-07,1
2451,0,23,0,C21,2018-03-01,1
2453,1,38,1,C12,2019-12-11,3
2454,0,39,2,C9,2016-03-01,1
2455,0,24,1,C28,2017-06-18,1
2457,0,42,0,C24,2018-07-09,2
2458,0,38,1,C21,2018-10-08,1
2459,1,32,2,C9,2019-07-12,2
2460,1,26,2,C12,2020-05-17,1
2461,0,30,0,C2,2019-02-12,2
2464,0,29,2,C15,2020-05-22,1
2465,0,34,0,C20,2019-05-31,2
2467,1,28,0,C1,2020-01-31,3
2468,0,33,1,C14,2020-05-04,2
2469,1,31,2,C24,2020-11-13,3
2470,0,30,1,C27,2018-02-27,1
2471,0,27,0,C24,2020-06-04,2
2472,0,33,2,C25,2018-02-10,1
2473,1,38,1,C6,2019-06-13,1
2474,0,34,1,C10,2020-06-28,1
2475,0,35,2,C12,2019-04-11,3
2476,0,33,1,C19,2020-03-16,3
2478,1,25,2,C2,2018-11-06,1
2480,1,28,0,C24,2019-11-21,1
2481,1,45,2,C2,2018-12-02,1
2482,0,36,0,C16,2020-04-13,3
2483,0,36,2,C4,2020-04-18,2
2484,0,35,1,C2,2019-11-10,3
2485,0,39,2,C13,2018-02-06,1
2486,1,35,2,C6,2019-05-12,2
2487,1,35,2,C29,2013-12-10,1
2488,0,27,0,C14,2018-07-20,1
2489,1,36,1,C23,2017-02-25,1
2490,1,25,1,C25,2019-11-21,1
2491,0,25,2,C20,2019-12-30,2
2492,1,35,2,C28,2017-11-18,1
2493,1,50,2,C19,2016-05-25,1
2494,0,45,0,C27,2018-05-25,1
2495,1,31,0,C3,2018-12-11,1
2496,0,23,2,C28,2020-01-31,1
2497,1,38,0,C4,2020-06-30,3
2498,0,30,0,C22,2020-07-27,1
2499,0,27,1,C17,2019-06-07,2
2500,0,32,1,C8,2020-09-28,3
2501,1,31,0,C7,2019-04-08,1
2502,1,30,0,C20,2019-12-09,3
2503,1,35,0,C13,2019-06-28,3
2504,1,32,2,C20,2020-05-29,3
2505,0,40,1,C12,2018-08-18,1
2506,0,33,1,C15,2019-11-29,1
2507,0,26,2,C23,2019-11-16,1
2508,0,37,2,C11,2018-05-18,1
2509,1,38,1,C28,2020-06-28,3
2510,0,41,2,C1,2014-05-05,2
2511,1,23,1,C6,2020-06-22,1
2513,0,27,0,C10,2016-01-05,1
2514,0,31,2,C16,2019-10-31,2
2515,0,40,2,C5,2020-11-13,2
2516,0,45,2,C15,2019-06-30,4
2517,1,31,1,C26,2015-05-31,2
2518,1,37,1,C13,2013-10-22,1
2520,0,30,0,C18,2015-08-27,2
2521,0,26,0,C24,2020-12-18,1
2522,1,34,1,C13,2013-01-04,2
2525,1,23,0,C16,2020-09-03,1
2527,0,25,0,C5,2019-10-31,1
2528,1,45,1,C24,2018-12-18,2
2529,0,40,0,C27,2019-04-07,1
2530,1,27,1,C29,2015-02-08,3
2532,0,38,2,C20,2020-06-28,2
2533,0,31,0,C5,2019-06-09,1
2535,0,32,1,C23,2019-09-11,1
2536,1,39,2,C13,2018-10-14,2
2537,1,36,0,C20,2020-01-09,2
2538,0,37,0,C27,2020-10-30,3
2539,1,29,0,C15,2019-01-16,2
2540,0,34,0,C19,2019-12-23,1
2541,1,30,0,C27,2016-04-27,1
2543,0,27,0,C20,2018-10-06,1
2544,0,31,0,C22,2019-07-28,2
2545,0,43,0,C22,2018-05-13,1
2546,0,34,2,C10,2018-06-08,2
2547,0,37,0,C19,2018-06-29,1
2549,1,31,0,C17,2019-05-12,2
2550,0,35,1,C14,2020-11-28,3
2551,0,39,1,C23,2018-12-05,1
2552,1,33,1,C24,2018-04-12,1
2553,1,33,1,C26,2020-10-08,3
2554,0,38,0,C14,2017-08-07,1
2555,1,37,0,C13,2014-12-29,2
2556,0,25,2,C7,2019-06-13,2
2558,0,36,1,C19,2018-04-05,1
2559,0,46,2,C25,2018-09-16,3
2560,0,30,2,C22,2017-11-29,1
2561,1,41,2,C24,2015-05-24,1
2562,0,31,0,C22,2019-09-17,3
2563,0,38,0,C20,2015-08-27,1
2565,0,28,0,C15,2020-08-09,3
2566,0,24,1,C18,2020-08-18,2
2567,1,47,2,C9,2018-03-06,1
2568,0,30,0,C28,2014-05-12,2
2569,1,26,2,C10,2020-04-25,2
2570,0,23,2,C9,2019-03-12,1
2571,0,34,1,C27,2020-11-30,3
2572,1,44,0,C5,2016-08-07,1
2573,1,38,0,C26,2020-07-14,1
2574,0,22,0,C8,2019-01-18,1
2575,0,25,0,C15,2019-06-07,1
2576,0,28,1,C25,2015-08-20,2
2577,0,28,1,C13,2020-04-25,2
2578,1,25,2,C3,2020-07-13,1
2579,0,46,1,C23,2019-01-15,2
2581,1,42,1,C29,2019-05-07,1
2582,0,44,0,C16,2015-06-08,1
2585,0,26,0,C4,2020-05-17,2
2586,1,31,1,C4,2018-10-30,1
2587,0,35,2,C7,2020-07-20,2
2588,1,31,1,C28,2020-02-13,1
2589,1,33,2,C23,2019-06-06,1
2590,0,28,0,C11,2020-03-05,2
2592,0,35,2,C20,2018-06-17,1
2593,0,34,0,C3,2016-04-25,1
2594,0,32,1,C21,2015-07-23,1
2595,1,35,0,C18,2015-12-11,2
2596,0,32,2,C20,2019-09-28,3
2597,1,33,2,C3,2016-08-14,1
2598,1,36,2,C20,2019-09-20,3
2599,0,26,1,C7,2018-12-18,1
2600,1,41,0,C14,2015-05-24,2
2601,0,36,0,C4,2019-06-28,1
2602,0,24,0,C24,2019-06-01,1
2603,1,36,2,C5,2019-03-10,2
2604,1,39,2,C2,2013-07-19,2
2605,0,41,1,C8,2020-03-20,3
2606,0,24,0,C8,2018-01-06,1
2607,0,40,1,C17,2018-12-24,1
2608,0,32,0,C16,2020-02-06,1
2609,1,23,2,C15,2020-02-01,1
2610,1,35,2,C4,2020-05-05,3
2611,0,39,1,C29,2020-08-03,1
2612,0,41,1,C13,2019-06-06,3
2613,1,29,0,C5,2019-06-10,3
2614,0,31,2,C15,2018-06-20,2
2615,0,29,2,C29,2015-09-24,1
2616,0,27,1,C16,2019-09-26,1
2617,1,37,0,C25,2015-01-16,2
2618,1,27,2,C20,2020-01-05,2
2620,1,35,1,C20,2019-08-01,2
2623,1,41,1,C9,2018-07-07,2
2624,1,32,1,C12,2015-07-30,2
2625,0,37,0,C6,2015-09-08,1
2626,0,27,1,C2,2018-08-06,1
2627,1,34,0,C7,2020-06-11,3
2628,0,27,2,C5,2017-11-25,1
2629,1,25,0,C21,2020-04-17,1
2630,0,37,2,C26,2015-07-23,1
2631,0,30,0,C1,2020-07-12,2
2632,0,26,2,C7,2018-07-29,2
2633,1,31,2,C18,2019-11-30,3
2634,0,25,0,C11,2019-09-15,2
2635,0,35,0,C20,2020-11-17,2
2637,0,41,0,C15,2017-12-09,1
2639,1,29,0,C12,2020-02-13,3
2640,1,31,1,C29,2020-09-28,2
2641,1,36,1,C17,2020-02-06,1
2642,0,29,0,C8,2018-09-14,1
2643,0,28,0,C5,2018-06-22,2
2644,0,44,0,C8,2017-08-26,1
2645,1,32,1,C26,2020-09-28,3
2646,0,30,2,C3,2020-07-31,3
2647,0,36,0,C12,2018-12-15,2
2648,0,45,1,C5,2019-06-06,1
2649,0,39,2,C7,2016-07-25,2
2650,0,48,0,C22,2018-09-19,1
2651,0,33,2,C11,2019-06-27,2
2653,1,32,0,C15,2020-08-29,2
2654,0,30,0,C19,2020-09-15,3
2655,0,35,2,C10,2020-11-02,1
2656,1,34,1,C6,2020-04-13,2
2659,1,34,0,C6,2019-09-26,2
2660,0,27,2,C13,2013-09-15,1
2661,1,33,1,C3,2016-01-31,1
2663,0,31,1,C7,2018-03-10,1
2664,1,37,1,C22,2020-06-30,2
2665,1,36,2,C17,2018-10-15,1
2666,0,28,1,C6,2019-10-31,2
2667,0,40,1,C1,2013-10-18,2
2668,0,33,0,C16,2014-12-27,2
2670,1,31,1,C24,2018-12-12,1
2671,1,35,1,C24,2020-05-24,3
2672,1,36,2,C18,2020-02-08,3
2674,1,28,1,C11,2017-12-03,1
2675,0,29,1,C7,2020-06-19,2
2676,0,34,2,C13,2019-10-24,1
2677,0,25,1,C21,2018-07-20,1
2678,1,37,1,C1,2020-11-16,3
2680,0,28,1,C9,2020-07-07,2
2682,0,42,0,C6,2019-07-16,4
2683,1,48,1,C6,2018-12-11,1
2684,0,35,1,C21,2016-04-26,1
2685,1,41,1,C1,2019-03-08,4
2686,0,26,2,C27,2020-07-08,3
2687,0,24,2,C25,2017-07-14,1
2690,0,24,2,C11,2018-07-17,1
2691,1,31,0,C16,2018-06-26,3
2692,0,29,1,C29,2020-02-01,2
2693,0,24,0,C7,2018-04-05,1
2694,1,38,2,C20,2020-02-28,2
2695,0,35,0,C15,2020-01-05,3
2696,1,36,1,C23,2016-08-08,2
2697,0,29,0,C20,2019-11-11,1
2698,0,26,1,C21,2020-03-17,2
2699,0,39,0,C29,2020-06-16,4
2700,0,33,0,C25,2019-07-29,2
2701,0,25,1,C14,2019-07-18,1
2702,0,34,0,C20,2020-04-13,3
2703,0,38,0,C16,2019-02-11,2
2704,0,33,1,C12,2019-12-12,2
2705,0,36,1,C24,2020-07-31,3
2706,0,36,0,C16,2019-07-10,3
2707,0,25,0,C24,2020-03-16,2
2708,1,25,2,C3,2019-10-29,1
2709,1,31,2,C17,2019-08-15,2
2710,0,38,1,C5,2018-09-29,1
2711,1,38,0,C17,2020-08-14,3
2712,1,30,0,C7,2019-08-29,4
2713,1,32,2,C9,2019-06-30,2
2714,0,39,0,C3,2015-04-10,2
2715,1,29,0,C28,2020-06-13,3
2716,1,31,1,C29,2019-06-16,1
2718,1,35,2,C20,2019-11-21,1
2719,0,29,1,C7,2019-05-31,1
2720,1,43,0,C6,2018-10-19,1
2721,0,38,0,C7,2019-05-01,2
2722,0,34,0,C18,2020-10-20,2
2723,1,42,2,C1,2020-03-13,1
2724,1,37,2,C27,2019-05-21,1
2725,0,33,1,C15,2013-06-10,2
2726,0,25,2,C28,2018-09-19,1
2727,1,30,2,C4,2014-10-17,2
2728,1,26,2,C19,2020-11-03,1
2729,0,33,0,C10,2019-04-08,4
2730,1,31,2,C16,2019-08-07,2
2731,1,42,2,C22,2018-07-05,1
2732,1,31,0,C12,2016-06-21,1
2733,0,29,2,C10,2020-12-09,2
2734,1,38,1,C10,2019-05-23,1
2735,0,31,1,C16,2018-02-12,1
2736,1,27,2,C23,2019-07-07,1
2737,1,27,1,C8,2018-07-27,1
2738,0,23,0,C17,2018-08-09,1
2739,0,34,1,C9,2018-09-12,2
2740,0,45,2,C22,2015-07-19,1
2742,0,28,1,C1,2019-02-07,1
2744,1,41,0,C15,2018-07-15,5
2745,0,33,1,C26,2020-03-14,3
2746,1,32,0,C8,2020-05-15,2
2747,1,38,0,C14,2018-12-17,1
2749,0,27,1,C28,2018-10-28,1
2751,0,31,2,C17,2015-05-11,1
2752,0,28,1,C20,2020-04-08,2
2753,1,38,1,C11,2013-08-07,1
2754,0,28,2,C6,2019-08-06,1
2755,0,36,1,C11,2020-02-05,3
2757,0,37,2,C24,2020-04-01,2
2758,0,32,1,C26,2019-07-11,2
2759,0,29,1,C17,2018-08-24,2
2760,1,31,0,C20,2019-03-10,3
2761,0,28,2,C20,2020-07-17,3
2762,0,40,1,C1,2018-05-05,2
2763,1,37,0,C5,2020-04-04,3
2764,1,30,0,C25,2020-09-28,2
2765,0,26,1,C18,2018-02-10,1
2766,1,35,1,C21,2013-05-11,2
2768,1,30,2,C1,2016-06-05,1
2770,0,32,0,C26,2020-11-29,3
2771,0,39,0,C12,2015-08-29,2
2772,1,22,0,C26,2017-12-06,1
2773,0,36,0,C19,2019-06-21,1
2774,0,40,1,C15,2018-07-21,1
2775,0,27,0,C9,2020-02-10,3
2776,1,27,1,C27,2019-04-01,2
2778,0,35,2,C13,2020-11-29,2
2779,0,28,0,C26,2020-01-26,3
2781,0,25,2,C23,2020-02-17,2
2782,0,26,1,C19,2019-05-16,1
2784,0,33,0,C24,2015-10-15,2
2785,1,34,0,C9,2020-08-28,1
2786,0,44,0,C19,2018-07-31,2
2787,1,28,2,C20,2018-07-21,1
2788,0,29,2,C27,2020-08-06,2
